file,size_kb,upload_ms,agnes_s,is_coffee_bag,fields_read,error
onyx_worka.png,1505.7,857,22.2,False,0,
lacabra_anasora.jpg,62.0,364,13.0,True,5,
bw_natural.jpg,70.0,486,21.8,True,5,
