file,size_kb,upload_ms,agnes_s,is_coffee_bag,fields_read,error
alchemist_amederaro_konga.jpg,76.6,925,8.1,True,8,
couleur_rwanda_baho.jpg,193.3,536,7.0,True,8,
normands_panama_garrido_torn.jpg,154.9,517,7.8,True,6,
zero_colombia_renacer.jpg,103.9,394,7.8,True,11,
